Complain Number,Date,Time,Day,Main Street,Second Street,Quadrant,On Street,Latitude,Longitude,Type,# Injured,# Vehicles,# Bikes
139955100,10/11,1750,Thu,7TH ST,FLORIDA AVE,NW,At Intersect,-77.021891,38.916261,Left Turn Hit Ped.,0,1,1
141131100,10/13,1730,Sat,WISCONSIN AVE,M ST,NW,At Intersect,-77.062809,38.905181,Right Turn Hit Ped.,0,1,2
141722100,10/15,0900,Mon,30TH ST,MASSACHUSETTS AVE,NW,At Intersect,-77.059479,38.918604,Right Angle,0,1,1
142019100,10/15,2000,Mon,17TH ST,NEW HAMPSHIRE AVE,NW,At Intersect,-77.038479,38.914933,Right Angle,0,1,2
142208100,10/16,0827,Tue,18TH ST,FLORIDA AVE,NW,At Intersect,-77.04165,38.916802,Side Swiped,0,1,2
142445100,10/16,1735,Tue,WEST VIRGINIA AVE,FLORIDA AVE,NE,At Intersect,-76.99311,38.90399,Right Turn Hit Ped.,0,1,1
143007100,10/17,1800,Wed,NEW YORK AVE,NEW JERSEY AVE,NW,Within 100ft,-77.01477,38.905372,Straight Hit Ped.,0,0,1
143401100,10/18,1610,Thu,33RD ST,O ST,NW,Within 100ft,-77.081958,38.840373,Other,0,1,1
143767100,10/19,0940,Fri,1ST ST,K ST,NW,At Intersect,-77.01217,38.902524,Right Angle,0,1,1
143932100,10/19,1510,Fri,9TH ST,MOUNT VERNON PL,NW,At Intersect,-77.024021,38.902941,Head On,0,1,1
144436100,10/20,1320,Sat,KENTUCKY AVE,13TH ST,SE,At Intersect,-76.988297,38.887344,Right Angle,0,1,2
144548100,10/20,1725,Sat,CONNECTICUT AVE,PORTER ST,NW,Not at Inter,-77.0592,38.936814,Side Swiped,0,1,2
144559100,10/20,1730,Sat,7TH ST,S ST,NW,At Intersect,-77.021908,38.914091,Left Turn Hit Veh.,0,1,2
144582100,10/20,1835,Sat,16TH ST,SPRING PL,NW,At Intersect,-77.036438,38.936791,Side Swiped,0,1,2
145008100,10/21,1313,Sun,RHODE ISLAND AVE,8TH PL,NE,Not at Inter,-76.994837,38.921744,Rear End,0,1,2
145188100,10/21,1945,Sun,W ST,5TH ST,NW,Within 100ft,-77.019087,38.91925,Straight Hit Ped.,0,1,1
145322100,10/22,0605,Mon,COLUMBIA RD,ONTARIO RD,NW,Within 100ft,-77.0403,38.924263,Other,0,0,2
145445100,10/22,1225,Mon,14TH ST,P ST,NW,At Intersect,-77.031948,38.909663,Right Turn Hit Veh.,0,1,1
145469100,10/22,1208,Mon,VERMONT AVE,L ST,NW,Not at Inter,-77.033068,38.903751,"",0,1,2
146581100,10/24,1715,Wed,20TH ST,MASSACHUSETTS AVE,NW,At Intersect,-77.044887,38.910141,Left Turn Hit Veh.,0,1,2
146646100,10/24,1945,Wed,1ST ST,MASSACHUSETTS AVE,NW,Not at Inter,-77.007799,38.896922,Other,0,1,2
146938100,10/25,1310,Thu,PENNSYLVANIA AVE,MINNESOTA AVE,SE,At Intersect,-76.971477,38.873762,Other,0,1,1
147748100,10/27,0300,Sat,13TH ST,MONROE ST,NW,At Intersect,-77.02972,38.932381,Rear End,0,1,2
148056100,10/27,2015,Sat,7TH ST,E ST,NE,"",-77.021917,38.896134,"",,,
149495100,10/30,1910,Tue,HOLMEAD PL,MONROE ST,NW,At Intersect,-77.030867,38.931982,Other,0,1,2
149795100,10/31,1130,Wed,1ST ST,,NE,At Intersect,,,W YORK AVE,0,1,2
149839100,10/31,1330,Wed,COLUMBIA RD,MINTWOOD PL,NW,Not at Inter,-77.043701,38.921102,Right Angle,0,1,2
150290110,11/1,0820,Thu,THOMAS CIR,14TH ST,NW,Within 100ft,-77.032297,38.905443,Side Swiped,0,0,2
150851110,11/2,0915,Fri,P ST,11TH ST,NW,Within 100ft,-77.027041,38.909641,Right Angle,0,1,2
152654110,11/5,1744,Mon,D ST,14TH ST,SW,Not at Inter,-76.985507,38.884111,Straight Hit Ped.,0,1,1
153092110,11/6,1800,Tue,6TH ST,SCHOOL ST,SW,Within 100ft,-77.019938,38.883934,Parked Vehicle,0,1,2
153162110,11/6,1834,Tue,7TH ST,I ST,NW,Within 100ft,-77.021939,38.879293,Side Swiped,0,0,2
154080110,11/8,1730,Thu,5TH ST,C ST,NE,Within 100ft,-76.999478,38.894093,Right Angle,0,1,2
154469110,11/9,1320,Fri,19TH ST,M ST,NW,Within 100ft,-77.043448,38.905664,Other,0,1,3
155978110,11/12,1715,Mon,BELMONT ST,14TH ST,NW,Not at Inter,-77.031868,38.921093,Right Angle,0,1,2
156646110,11/14,0750,Wed,13TH ST,W ST,NW,At Intersect,-77.029618,38.919184,Left Turn Hit Veh.,0,1,2
157533110,11/15,1935,Thu,MASSACHUSETTS AVE,KLINGLE PL,NW,At Intersect,-77.07473,38.92975,Right Angle,0,1,1
157836110,11/16,1405,Fri,13TH ST,M ST,NW,Within 100ft,-77.029609,38.905664,Parked Vehicle,0,1,2
158498110,11/17,1600,Sat,51ST ST,,NE,At Intersect,,,ST,0,1,2
159152110,11/19,0045,Mon,18TH ST,CALIFORNIA ST,NW,Within 100ft,-77.041659,38.91782,Parked Vehicle,0,1,2
160240110,11/21,0609,Wed,23RD ST,I ST,NW,At Intersect,-77.050117,38.900704,Straight Hit Ped.,0,1,2
160267110,11/21,0840,Wed,11TH ST,VERMONT AVE,NW,At Intersect,-77.027028,38.913551,Head On,0,1,2
161594110,11/24,0850,Sat,MILITARY RD,NEVADA AVE,NW,At Intersect,-77.069168,38.961024,Right Angle,0,1,1
162169110,11/25,1525,Sun,12TH ST,U ST,NW,At Intersect,-77.028077,38.917001,Straight Hit Ped.,0,1,1
162769110,11/25,1525,Sun,12TH ST,U ST,NW,At Intersect,-77.028077,38.917001,Straight Hit Ped.,0,1,1
162898110,11/27,0800,Tue,L ST,18TH ST,NW,Within 100ft,-77.041668,38.903742,Side Swiped,0,0,0
163043110,11/27,1400,Tue,5TH ST,MASSACHUSETTS AVE,NW,Within 100ft,-77.018928,38.90112,Side Swiped,0,1,2
164277110,11/29,2040,Thu,14TH ST,BUCHANAN ST,NW,At Intersect,-77.032727,38.946113,Left Turn Hit Veh.,0,1,2
164425110,11/30,0730,Fri,13TH ST,D ST,NE,At Intersect,-77.029618,38.884983,Other,0,1,2
165106120,12/1,1350,Sat,14TH ST,U ST,NW,"",-77.031948,38.917001,"",,,
165739120,12/3,0710,Mon,GEORGIA AVE,BARRY PL,NW,Within 100ft,-77.022059,38.920964,Right Angle,0,1,2
165932120,12/3,1552,Mon,L ST,14TH ST,NW,Within 100ft,-77.03197,38.903751,Right Angle,0,1,2
166214120,12/4,0715,Tue,14TH ST,NEWTON ST,NW,Within 100ft,-77.032718,38.931832,Side Swiped,0,1,2
166526120,12/4,1800,Tue,11TH ST,I ST,NE,At Intersect,-77.027041,38.901333,Head On,0,1,1
168044120,12/7,2250,Fri,FLORIDA AVE,GEORGIA AVE,NW,"",-77.021891,38.916261,"",,,
169258120,12/10,1400,Mon,15TH ST,H ST,NW,Within 100ft,-77.033639,38.900213,Side Swiped,0,0,1
171145120,12/14,0920,Fri,16TH ST,BELMONT ST,NW,At Intersect,-77.036478,38.920393,Right Angle,0,1,2
171361120,12/14,1700,Fri,G ST,12TH ST,NW,Not at Inter,-77.028077,38.898313,Other,0,1,2
172514120,12/17,0830,Mon,11TH ST,GIRARD ST,NW,At Intersect,-77.027041,38.925751,Right Angle,0,1,2
174495120,12/21,0840,Fri,16TH ST,D ST,NE,At Intersect,-76.98223,38.884102,Straight Hit Ped.,0,1,1
176416120,12/23,1945,Sun,HALF ST,M ST,SE,At Intersect,-77.010638,38.876423,Right Turn Hit Ped.,0,1,1
